,YEAR,ACTIVE YEAR,CODE STATUS,TYPE OF VIOLENCE,SIDE A,SIDE B,STATE,LATITUDE,LONGITUDE,NO OF DEATHS FROM SIDE A,NO OF DEATHS FROM SIDE B,NO OF DEATHS OF CIVILIANS,NO OF UNKNOWN DEATHS,TOTAL DEATHS,Region
2520,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,17.883546,81.013572,0,1,0,0,1,Western
2521,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,20.014858,80.865531,2,0,0,0,2,Western
2522,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.094356,81.326225,1,0,0,0,1,Western
2523,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,20.363353,80.631969,0,1,0,0,1,Western
2524,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.734809,81.098661,0,8,0,0,8,Western
2525,2018,1,Clear,1,Government of India,CPI-Maoist,Bihar,24.716987,86.329254,0,1,0,0,1,Northeastern
2526,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.44745,81.769073,0,1,0,0,1,Western
2527,2018,1,Clear,1,Government of India,CPI-Maoist,Telangana,18.0707,80.826671,0,1,0,0,1,Southern
2528,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.559669,80.924192,0,1,0,0,1,Western
2529,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,17.85893,81.311019,0,9,0,6,15,Western
2530,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.49996,81.37964,0,1,0,0,1,Western
2531,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.602203,81.413688,0,1,0,0,1,Western
2532,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,22.1,81.2,0,1,0,0,1,Western
2533,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.60426,81.08119,0,2,0,0,2,Western
2534,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.394752,81.661966,1,0,0,0,1,Western
2535,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.74999,80.729423,0,4,0,0,4,Western
2536,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,20.214635,82.086898,0,1,0,0,1,Western
2537,2018,1,Clear,1,Government of India,CPI-Maoist,Bihar,25.025074,86.291934,1,0,0,0,1,Northeastern
2538,2018,1,Clear,1,Government of India,CPI-Maoist,Andhra Pradesh,18.331045,82.828735,1,0,1,0,2,Southern
2539,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.404942,81.41146,0,3,0,0,3,Western
2540,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.734809,81.098661,0,1,0,0,1,Western
2541,2018,1,Clear,1,Government of India,CPI-Maoist,Andhra Pradesh,17.997814,82.283622,0,1,0,0,1,Southern
2542,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.766822,80.9402,0,1,0,0,1,Western
2543,2018,1,Clear,1,Government of India,CPI-Maoist,Maharashtra,20.49654,80.379779,0,1,0,0,1,Western
2544,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.891646,80.779766,0,3,0,0,3,Western
2545,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.588525,80.770553,4,0,0,0,4,Western
2546,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.511777,81.353641,3,0,1,0,4,Western
2547,2018,1,Clear,1,Government of India,CPI-Maoist,Maharashtra,19.720127,80.583269,1,0,0,0,1,Western
2548,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.798303,81.034179,0,1,0,0,1,Western
2549,2018,1,Clear,1,Government of India,CPI-Maoist,Maharashtra,19.890101,79.849712,0,2,0,0,2,Western
2550,2018,1,Clear,1,Government of India,CPI-Maoist,Odisha,18.139405,81.905612,0,5,0,0,5,Northeastern
2551,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.702978,81.250113,1,0,4,0,5,Western
2552,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.219573,80.724243,0,1,0,0,1,Western
2553,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.868547,80.905937,1,0,0,0,1,Western
2554,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,20.2719,81.4931,1,1,0,0,2,Western
2555,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.653934,81.934631,0,2,0,0,2,Western
2556,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.196037,80.977729,0,5,0,0,5,Western
2557,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.256293,81.503355,0,0,1,0,1,Western
2558,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.030982,81.322044,1,0,0,0,1,Western
2559,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.394752,81.661966,0,1,0,0,1,Western
2560,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.394752,81.661966,0,1,0,0,1,Western
2561,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.666809,81.914443,0,1,0,0,1,Western
2562,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.84322,80.7761,0,1,0,0,1,Western
2563,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.736688,81.039001,0,1,0,0,1,Western
2564,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.84322,80.7761,0,1,0,0,1,Western
2565,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.84322,80.7761,0,1,0,0,1,Western
2566,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.394752,81.661966,2,8,0,0,10,Western
2567,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.977384,80.511755,0,0,0,0,0,Western
2568,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,17.958049,81.312652,0,1,0,0,1,Western
2569,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.394752,81.661966,0,1,0,0,1,Western
2570,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.26794,81.73828,0,1,0,0,1,Western
2571,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.875295,81.692249,2,0,0,0,2,Western
2572,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.404942,81.41146,0,1,0,0,1,Western
2573,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,17.958049,81.312652,1,0,0,0,1,Western
2574,2018,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.491214,80.9367,0,1,0,0,1,Western
2575,2018,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,22.915573,85.552485,1,0,0,0,1,Northeastern
2576,2019,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,24.236041,85.143802,0,1,0,0,1,Northeastern
2577,2019,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,24.20047,87.527477,0,1,0,0,1,Northeastern
2578,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.394752,81.661966,0,1,0,0,1,Western
2579,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.642073,81.885962,0,1,0,0,1,Western
2580,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.2238,81.32283,0,0,1,0,1,Western
2581,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.158708,80.968781,0,10,0,0,10,Western
2582,2019,1,Clear,1,Government of India,CPI-Maoist,Bihar,24.696359,84.780288,1,0,0,0,1,Northeastern
2583,2019,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,22.932127,84.991119,0,3,0,0,3,Northeastern
2584,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.022897,81.264953,0,1,0,0,1,Western
2585,2019,1,Clear,1,Government of India,CPI-Maoist,Maharashtra,19.890101,79.849712,0,8,0,0,8,Western
2586,2019,1,Clear,1,Government of India,CPI-Maoist,Kerala,11.551837,76.040432,0,1,0,0,1,Southern
2587,2019,1,Clear,1,Government of India,CPI-Maoist,Odisha,19.999811,83.682613,0,1,0,0,1,Northeastern
2588,2019,1,Clear,1,Government of India,CPI-Maoist,Andhra Pradesh,18.28559,82.587589,0,0,0,2,2,Southern
2589,2019,1,Clear,1,Government of India,CPI-Maoist,Bihar,24.63769,85.503547,0,1,0,0,1,Northeastern
2590,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.48429,81.290084,1,0,0,0,1,Western
2591,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,21.618947,80.825431,0,1,0,0,1,Western
2592,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.394752,81.661966,0,4,0,0,4,Western
2593,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,20.014858,80.865531,4,0,0,0,4,Western
2594,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,20.345944,81.931583,1,0,0,0,1,Western
2595,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.720926,81.427173,5,0,0,0,5,Western
2596,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.365262,81.184257,0,1,0,0,1,Western
2597,2019,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,24.30928,86.071067,1,3,0,0,4,Northeastern
2598,2019,1,Clear,1,Government of India,CPI-Maoist,Odisha,20.518878,83.850311,1,0,0,0,1,Northeastern
2599,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.49996,81.37964,0,2,0,0,2,Western
2600,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.196037,80.977729,0,2,0,0,2,Western
2601,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.900781,81.177345,0,1,0,0,1,Western
2602,2019,1,Clear,1,Government of India,CPI-Maoist,Maharashtra,19.539555,80.59402,0,2,0,0,2,Western
2603,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.196037,80.977729,2,0,0,0,2,Western
2604,2019,1,Clear,1,Government of India,CPI-Maoist,Bihar,26.144028,85.174846,0,1,0,0,1,Northeastern
2605,2019,1,Clear,1,Government of India,CPI-Maoist,Maharashtra,20.589214,80.35466,15,0,1,0,16,Western
2606,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.608271,81.267848,0,1,0,0,1,Western
2607,2019,1,Clear,1,Government of India,CPI-Maoist,Bihar,24.781733,84.24892,0,0,0,0,0,Northeastern
2608,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.447542,81.398353,0,2,0,0,2,Western
2609,2019,1,Clear,1,Government of India,CPI-Maoist,Odisha,18.359594,82.682384,0,5,0,0,5,Northeastern
2610,2019,1,Clear,1,Government of India,CPI-Maoist,Bihar,24.531264,84.61454,0,1,0,0,1,Northeastern
2611,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.581504,81.260265,0,1,0,0,1,Western
2612,2019,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,22.763346,85.841484,1,0,0,0,1,Northeastern
2613,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.950776,81.545612,1,0,0,0,1,Western
2614,2019,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,22.932127,84.991119,1,5,0,0,6,Northeastern
2615,2019,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,24.261464,87.253131,1,0,0,0,1,Northeastern
2616,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.988313,80.978363,0,2,0,0,2,Western
2617,2019,1,Clear,1,Government of India,CPI-Maoist,West Bengal,23.18512,85.918254,5,0,0,0,5,Northeastern
2618,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,20.080255,81.882354,0,1,0,0,1,Western
2619,2019,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,22.637688,84.902343,0,1,0,0,1,Northeastern
2620,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.891646,80.779766,1,0,0,0,1,Western
2621,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,17.829124,81.333206,0,1,0,0,1,Western
2622,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.017416,80.957702,3,0,1,0,4,Western
2623,2019,1,Clear,1,Government of India,CPI-Maoist,Odisha,18.555839,82.209745,0,0,1,0,1,Northeastern
2624,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,20.603952,81.71379,0,4,0,0,4,Western
2625,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,17.874538,81.02452,0,1,0,0,1,Western
2626,2019,1,Clear,1,Government of India,CPI-Maoist,Madhya Pradesh,21.841002,80.127174,0,2,0,0,2,Central
2627,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.726428,81.603507,0,1,0,0,1,Western
2628,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.49996,81.37964,0,2,0,0,2,Western
2629,2019,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,23.460937,84.582973,0,3,0,0,3,Northeastern
2630,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.150567,80.781967,0,1,0,0,1,Western
2631,2019,1,Clear,1,Government of India,CPI-Maoist,Odisha,19.700311,83.328681,0,1,0,0,1,Northeastern
2632,2019,1,Clear,1,Government of India,CPI-Maoist,Bihar,24.696359,84.780288,0,3,0,0,3,Northeastern
2633,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.110192,82.188312,0,7,0,0,7,Western
2634,2019,1,Clear,1,Government of India,CPI-Maoist,Maharashtra,19.890101,79.849712,0,1,0,0,1,Western
2635,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,17.828796,81.281089,0,2,0,0,2,Western
2636,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.20871,81.416259,1,0,0,0,1,Western
2637,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,21.16499,80.49169,0,7,0,0,7,Western
2638,2019,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,22.99771,85.27455,0,1,0,0,1,Northeastern
2639,2019,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,24.38699,85.2532,0,1,0,0,1,Northeastern
2640,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.429735,80.995208,1,5,0,0,6,Western
2641,2019,1,Clear,1,Government of India,CPI-Maoist,Andhra Pradesh,17.997814,82.283622,0,2,0,0,2,Southern
2642,2019,1,Clear,1,Government of India,CPI-Maoist,Telangana,17.930902,80.826165,0,1,0,0,1,Southern
2643,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.429735,80.995208,1,5,0,0,6,Western
2644,2019,1,Clear,1,Government of India,CPI-Maoist,Odisha,18.295306,82.156063,1,1,0,0,2,Northeastern
2645,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.49996,81.37964,1,0,0,0,1,Western
2646,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.57911,81.2974,0,2,0,0,2,Western
2647,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.288351,81.162936,0,3,0,0,3,Western
2648,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.71598,80.75985,0,1,0,0,1,Western
2649,2019,1,Clear,1,Government of India,CPI-Maoist,Maharashtra,19.890101,79.849712,0,2,0,0,2,Western
2650,2019,1,Clear,1,Government of India,CPI-Maoist,Andhra Pradesh,17.855097,82.164485,0,5,0,0,5,Southern
2651,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,22.1,81.2,0,1,0,0,1,Western
2652,2019,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,23.152755,85.601318,2,0,0,0,2,Northeastern
2653,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.84322,80.7761,0,1,0,0,1,Western
2654,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.71663,82.01213,0,1,0,0,1,Western
2655,2019,1,Clear,1,Government of India,CPI-Maoist,Kerala,11.07277,76.56048,0,4,0,0,4,Southern
2656,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.49996,81.37964,0,2,0,0,2,Western
2657,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.84322,80.7761,1,0,0,0,1,Western
2658,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.394752,81.661966,0,1,0,0,1,Western
2659,2019,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,23.75,84.4,4,0,0,0,4,Northeastern
2660,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.236864,81.183204,0,2,0,0,2,Western
2661,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.404942,81.41146,0,1,0,0,1,Western
2662,2019,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,22.763346,85.841484,0,1,0,0,1,Northeastern
2663,2019,1,Clear,1,Government of India,CPI-Maoist,Maharashtra,19.890101,79.849712,0,2,0,0,2,Western
2664,2019,1,Clear,1,Government of India,CPI-Maoist,Maharashtra,19.890101,79.849712,1,0,1,0,2,Western
2665,2019,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,23.460937,84.582973,0,0,1,0,1,Northeastern
2666,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.333713,81.126663,0,2,0,0,2,Western
2667,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.394752,81.661966,0,1,0,0,1,Western
2668,2019,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.394752,81.661966,0,1,0,0,1,Western
2669,2019,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,23.460937,84.582973,0,0,1,0,1,Northeastern
2670,2020,1,Clear,1,Government of India,CPI-Maoist,Maharashtra,20.0,77.0,0,2,0,0,2,Western
2671,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.4446,81.2912,1,0,0,0,1,Western
2672,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.559669,80.924192,0,1,0,0,1,Western
2673,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.84322,80.7761,3,1,0,0,4,Western
2674,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.394752,81.661966,0,1,0,0,1,Western
2675,2020,1,Clear,1,Government of India,CPI-Maoist,Maharashtra,19.426866,80.721435,0,1,0,0,1,Western
2676,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.010199,81.030854,1,0,0,0,1,Western
2677,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.60426,81.08119,0,1,0,0,1,Western
2678,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.136522,81.216529,0,1,0,0,1,Western
2679,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.394752,81.661966,1,0,0,0,1,Western
2680,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.394752,81.661966,1,0,0,0,1,Western
2681,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.26794,81.73828,2,0,0,0,2,Western
2682,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.49996,81.37964,0,1,0,0,1,Western
2683,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,17.958049,81.312652,17,3,0,0,20,Western
2684,2020,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,22.932127,84.991119,0,1,0,0,1,Northeastern
2685,2020,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,22.614783,85.532581,0,3,0,0,3,Northeastern
2686,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.023963,80.395218,1,0,0,0,1,Western
2687,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.84322,80.7761,0,1,0,0,1,Western
2688,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.84322,80.7761,0,0,1,0,1,Western
2689,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.394752,81.661966,0,1,0,0,1,Western
2690,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.394752,81.661966,0,2,0,0,2,Western
2691,2020,1,Clear,1,Government of India,CPI-Maoist,Maharashtra,20.046428,80.450038,0,1,0,0,1,Western
2692,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,20.240787,80.430105,1,4,0,0,5,Western
2693,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.26794,81.73828,1,0,0,0,1,Western
2694,2020,1,Clear,1,Government of India,CPI-Maoist,Maharashtra,19.426866,80.721435,2,0,0,0,2,Western
2695,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.49996,81.37964,0,2,0,0,2,Western
2696,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.323404,81.341934,0,2,0,0,2,Western
2697,2020,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,22.423609,85.322369,1,0,1,0,2,Northeastern
2698,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.812688,81.154106,0,1,0,0,1,Western
2699,2020,1,Clear,1,Government of India,CPI-Maoist,Jharkhand,24.483475,85.476638,0,1,0,0,1,Northeastern
2700,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.033304,81.001037,1,0,0,0,1,Western
2701,2020,1,Clear,1,Government of India,CPI-Maoist,Maharashtra,19.890101,79.849712,0,1,0,0,1,Western
2702,2020,1,Clear,1,Government of India,CPI-Maoist,Odisha,19.959174,83.698361,0,4,0,0,4,Northeastern
2703,2020,1,Clear,1,Government of India,CPI-Maoist,Odisha,19.959174,83.698361,0,1,0,0,1,Northeastern
2704,2020,1,Clear,1,Government of India,CPI-Maoist,Bihar,27.380239,84.143111,0,4,0,0,4,Northeastern
2705,2020,1,Clear,1,Government of India,CPI-Maoist,Odisha,20.185925,84.574596,0,2,0,0,2,Northeastern
2706,2020,1,Clear,1,Government of India,CPI-Maoist,Andhra Pradesh,18.013081,82.531555,0,1,0,0,1,Southern
2707,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.60426,81.08119,1,0,0,0,1,Western
2708,2020,1,Clear,1,Government of India,CPI-Maoist,Andhra Pradesh,18.285729,82.587455,0,0,2,0,2,Southern
2709,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.690907,80.945936,0,1,0,0,1,Western
2710,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,20.2719,81.4931,0,1,0,0,1,Western
2711,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.394752,81.661966,0,4,0,0,4,Western
2712,2020,1,Clear,1,Government of India,CPI-Maoist,Maharashtra,19.539555,80.59402,1,0,0,0,1,Western
2713,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.093662,80.790225,0,0,1,0,1,Western
2714,2020,1,Clear,1,Government of India,CPI-Maoist,Maharashtra,19.988314,80.485478,0,1,0,0,1,Western
2715,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,19.093662,80.790225,1,0,0,0,1,Western
2716,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,20.332993,82.013522,0,1,0,0,1,Western
2717,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.49996,81.37964,1,0,0,0,1,Western
2718,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.84322,80.7761,2,0,0,0,2,Western
2719,2020,1,Clear,1,Government of India,CPI-Maoist,Telangana,17.960795,80.35424,0,1,0,0,1,Southern
2720,2020,1,Clear,1,Government of India,CPI-Maoist,Telangana,18.086957,80.844056,0,2,0,0,2,Southern
2721,2020,1,Clear,1,Government of India,CPI-Maoist,Odisha,20.12891,83.723455,2,5,0,0,7,Northeastern
2722,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.996484,80.941068,1,0,0,0,1,Western
2723,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.772482,80.953469,1,0,0,0,1,Western
2724,2020,1,Clear,1,Government of India,CPI-Maoist,Telangana,19.398936,79.202876,0,2,0,0,2,Southern
2725,2020,1,Clear,1,Government of India,CPI-Maoist,Telangana,18.086957,80.844056,0,3,0,0,3,Southern
2726,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.847695,81.106513,0,4,0,0,4,Western
2727,2020,1,Clear,1,Government of India,CPI-Maoist,Chhattisgarh,18.84322,80.7761,0,1,0,0,1,Western
2728,2020,1,Clear,1,Government of India,CPI-Maoist,Maharashtra,20.392758,80.577945,0,5,0,0,5,Western
2729,2020,1,Clear,1,Government of India,CPI-Maoist,Telangana,18.111366,79.962597,0,2,0,0,2,Southern
